family_id,family_label,sport,event_type,kalshi_market_id,poly_market_id,kalshi_title,poly_title,kalshi_game_date,poly_game_date,both_sides_reference_same_event,kalshi_resolution_rules,poly_resolution_rules,resolution_source_kalshi,resolution_source_poly,timing_alignment,classification,classification_reason,rules_provenance
3130,sports::soccer::Will Incheon United FC vs. Jeju SK FC en,soccer,game_result,KXKLEAGUEGAME-26APR11POHJEJ-POH,0xa715c491394f69ac1e288fef7ceac81667b0024e1fc7ab968c40ebe0ed6b9388,Pohang Steelers vs Jeju SK Winner?,Will Incheon United FC vs. Jeju SK FC end in a draw?,2026-04-25,2026-04-25,uncertain,"If Pohang Steelers wins the Pohang Steelers vs Jeju SK professional Korea K League 1 soccer game originally scheduled for Apr 11, 2026 after 90 minutes plus stoppage time (does not include extra time or penalties), then the market resolves to Yes.

The following market refers to the Pohang Steelers vs Jeju SK professional Korea K League 1 soccer game originally scheduled for Apr 11, 2026 after 90 minutes plus stoppage time (does not include extra time or penalties). If the game ends in a tie, the market called ""Tie"" resolves to Yes. If the game is cancelled or rescheduled to over two weeks away, the market will resolve to a fair price in accordance with the rules.","In the upcoming game, scheduled for April 25, 2026
If the game ends in a draw, this market will resolve to ""Yes"".
Otherwise, this market will resolve to ""No"".
If the game is postponed, this market will remain open until the game has been completed.
If the game is canceled entirely, with no make-up game, this market will resolve to ""Yes"".
This market refers only to the outcome within the first 90 minutes of regular play plus stoppage time.

The primary resolution source for this market is the official statistics of the event as recognized by the governing body or event organizers. However, if the governing body or event organizers have not published final match statistics within 2 hours after the event's conclusion, a consensus of credible reporting may be used instead.",,,unclear,non_equivalent,"Linker bug (Phase G): Kalshi and Polymarket fixtures do not match — linker matched on partial participant overlap (one shared team name) instead of full-fixture identity. Even where fixtures hypothetically aligned, Kalshi is a 2-way moneyline and Poly is a binary draw market (different resolution criteria). Per A3 brief escalation clause, this is linker feedback, not an audit call. Family deactivated in market_links; breadcrumb left in docs/pivot/artifacts/linker-bugs-phase-g.md.",api;api; owner_reviewed_2026-04-23
3131,sports::soccer::Will Dalian Yingbo FC vs. Yunnan Yukun F,soccer,game_result,KXCHNSLGAME-26APR12SHEYUN-SHE,0x3133231b223415bb6441602cf5b74d6767ce8fa22d459d6db43fbb3d230c95e7,Shenzhen Peng City vs Yunnan Yukun Winner?,Will Dalian Yingbo FC vs. Yunnan Yukun FC end in a draw?,2026-04-26,2026-04-26,yes,"If Shenzhen Peng City wins the Shenzhen Peng City vs Yunnan Yukun professional Chinese Super League soccer game originally scheduled for Apr 12, 2026 after 90 minutes plus stoppage time (does not include extra time or penalties), then the market resolves to Yes.

The following market refers to the Shenzhen Peng City vs Yunnan Yukun professional Chinese Super League soccer game originally scheduled for Apr 12, 2026 after 90 minutes plus stoppage time (does not include extra time or penalties). If the game ends in a tie, the market called ""Tie"" resolves to Yes. If the game is cancelled or rescheduled to over two weeks away, the market will resolve to a fair price in accordance with the rules.","In the upcoming game, scheduled for April 26, 2026
If the game ends in a draw, this market will resolve to ""Yes"".
Otherwise, this market will resolve to ""No"".
If the game is postponed, this market will remain open until the game has been completed.
If the game is canceled entirely, with no make-up game, this market will resolve to ""Yes"".
This market refers only to the outcome within the first 90 minutes of regular play plus stoppage time.

The primary resolution source for this market is the official statistics of the event as recognized by the governing body or event organizers. However, if the governing body or event organizers have not published final match statistics within 2 hours after the event's conclusion, a consensus of credible reporting may be used instead.",,,unclear,non_equivalent,"Linker bug (Phase G): Kalshi and Polymarket fixtures do not match — linker matched on partial participant overlap (one shared team name) instead of full-fixture identity. Even where fixtures hypothetically aligned, Kalshi is a 2-way moneyline and Poly is a binary draw market (different resolution criteria). Per A3 brief escalation clause, this is linker feedback, not an audit call. Family deactivated in market_links; breadcrumb left in docs/pivot/artifacts/linker-bugs-phase-g.md.",api;api; owner_reviewed_2026-04-23
3132,sports::soccer::Will Chengdu Rongcheng FC vs. Zhejiang Z,soccer,game_result,KXCHNSLGAME-26APR12BJGCHR-BJG,0xd77265f8c692a6a8d2296f502ab10f3f1f4a30cc03fa66de153561c38eb3bf14,Beijing Guoan vs Chengdu Rongcheng Winner?,Will Chengdu Rongcheng FC vs. Zhejiang Zhiye FC end in a draw?,2026-04-26,2026-04-25,yes,"If Beijing Guoan wins the Beijing Guoan vs Chengdu Rongcheng professional Chinese Super League soccer game originally scheduled for Apr 12, 2026 after 90 minutes plus stoppage time (does not include extra time or penalties), then the market resolves to Yes.

The following market refers to the Beijing Guoan vs Chengdu Rongcheng professional Chinese Super League soccer game originally scheduled for Apr 12, 2026 after 90 minutes plus stoppage time (does not include extra time or penalties). If the game ends in a tie, the market called ""Tie"" resolves to Yes. If the game is cancelled or rescheduled to over two weeks away, the market will resolve to a fair price in accordance with the rules.","In the upcoming game, scheduled for April 25, 2026
If the game ends in a draw, this market will resolve to ""Yes"".
Otherwise, this market will resolve to ""No"".
If the game is postponed, this market will remain open until the game has been completed.
If the game is canceled entirely, with no make-up game, this market will resolve to ""Yes"".
This market refers only to the outcome within the first 90 minutes of regular play plus stoppage time.

The primary resolution source for this market is the official statistics of the event as recognized by the governing body or event organizers. However, if the governing body or event organizers have not published final match statistics within 2 hours after the event's conclusion, a consensus of credible reporting may be used instead.",,,unclear,non_equivalent,"Linker bug (Phase G): Kalshi and Polymarket fixtures do not match — linker matched on partial participant overlap (one shared team name) instead of full-fixture identity. Even where fixtures hypothetically aligned, Kalshi is a 2-way moneyline and Poly is a binary draw market (different resolution criteria). Per A3 brief escalation clause, this is linker feedback, not an audit call. Family deactivated in market_links; breadcrumb left in docs/pivot/artifacts/linker-bugs-phase-g.md.",api;api; owner_reviewed_2026-04-23
3133,sports::soccer::Will Beijing Guoan FC vs. Tianjin Jinmen,soccer,game_result,KXCHNSLGAME-26APR12BJGCHR-TIE,0xdae8cc64d4783311b502d8f4e5f9c2ac0fac9328972c9c10980c6d80956c53c5,Beijing Guoan vs Chengdu Rongcheng Winner?,Will Beijing Guoan FC vs. Tianjin Jinmen Hu FC end in a draw?,2026-04-26,2026-04-25,yes,"If Tie wins the Beijing Guoan vs Chengdu Rongcheng professional Chinese Super League soccer game originally scheduled for Apr 12, 2026 after 90 minutes plus stoppage time (does not include extra time or penalties), then the market resolves to Yes.

The following market refers to the Beijing Guoan vs Chengdu Rongcheng professional Chinese Super League soccer game originally scheduled for Apr 12, 2026 after 90 minutes plus stoppage time (does not include extra time or penalties). If the game ends in a tie, the market called ""Tie"" resolves to Yes. If the game is cancelled or rescheduled to over two weeks away, the market will resolve to a fair price in accordance with the rules.","In the upcoming game, scheduled for April 25, 2026
If the game ends in a draw, this market will resolve to ""Yes"".
Otherwise, this market will resolve to ""No"".
If the game is postponed, this market will remain open until the game has been completed.
If the game is canceled entirely, with no make-up game, this market will resolve to ""Yes"".
This market refers only to the outcome within the first 90 minutes of regular play plus stoppage time.

The primary resolution source for this market is the official statistics of the event as recognized by the governing body or event organizers. However, if the governing body or event organizers have not published final match statistics within 2 hours after the event's conclusion, a consensus of credible reporting may be used instead.",,,unclear,non_equivalent,"Linker bug (Phase G): Kalshi and Polymarket fixtures do not match — linker matched on partial participant overlap (one shared team name) instead of full-fixture identity. Even where fixtures hypothetically aligned, Kalshi is a 2-way moneyline and Poly is a binary draw market (different resolution criteria). Per A3 brief escalation clause, this is linker feedback, not an audit call. Family deactivated in market_links; breadcrumb left in docs/pivot/artifacts/linker-bugs-phase-g.md.",api;api; owner_reviewed_2026-04-23
3134,sports::soccer::Will Qingdao Hainiu FC vs. Shandong Tais,soccer,game_result,KXCHNSLGAME-26APR12TTTQIN-QIN,0xeaeef8697de97c1175dc98d015f1a0561cb8a14338f009ae9ab9f281625ff59b,Tianjin Jinmen Tiger vs Qingdao Hainiu Winner?,Will Qingdao Hainiu FC vs. Shandong Taishan FC end in a draw?,2026-04-26,2026-04-26,yes,"If Qingdao Hainiu wins the Tianjin Jinmen Tiger vs Qingdao Hainiu professional Chinese Super League soccer game originally scheduled for Apr 12, 2026 after 90 minutes plus stoppage time (does not include extra time or penalties), then the market resolves to Yes.

The following market refers to the Tianjin Jinmen Tiger vs Qingdao Hainiu professional Chinese Super League soccer game originally scheduled for Apr 12, 2026 after 90 minutes plus stoppage time (does not include extra time or penalties). If the game ends in a tie, the market called ""Tie"" resolves to Yes. If the game is cancelled or rescheduled to over two weeks away, the market will resolve to a fair price in accordance with the rules.","In the upcoming game, scheduled for April 26, 2026
If the game ends in a draw, this market will resolve to ""Yes"".
Otherwise, this market will resolve to ""No"".
If the game is postponed, this market will remain open until the game has been completed.
If the game is canceled entirely, with no make-up game, this market will resolve to ""Yes"".
This market refers only to the outcome within the first 90 minutes of regular play plus stoppage time.

The primary resolution source for this market is the official statistics of the event as recognized by the governing body or event organizers. However, if the governing body or event organizers have not published final match statistics within 2 hours after the event's conclusion, a consensus of credible reporting may be used instead.",,,unclear,non_equivalent,"Linker bug (Phase G): Kalshi and Polymarket fixtures do not match — linker matched on partial participant overlap (one shared team name) instead of full-fixture identity. Even where fixtures hypothetically aligned, Kalshi is a 2-way moneyline and Poly is a binary draw market (different resolution criteria). Per A3 brief escalation clause, this is linker feedback, not an audit call. Family deactivated in market_links; breadcrumb left in docs/pivot/artifacts/linker-bugs-phase-g.md.",api;api; owner_reviewed_2026-04-23
3135,sports::soccer::Will Henan FC vs. Shanghai Shenhua FC en,soccer,game_result,KXCHNSLGAME-26APR11SHSSHP-TIE,0x5578a26c12938ebe80adbb93d5c8d114ec5612aff639bc663dd378b84c240a17,Shanghai Shenhua vs Shanghai Port Winner?,Will Henan FC vs. Shanghai Shenhua FC end in a draw?,2026-04-25,2026-04-26,yes,"If Tie wins the Shanghai Shenhua vs Shanghai Port professional Chinese Super League soccer game originally scheduled for Apr 11, 2026 after 90 minutes plus stoppage time (does not include extra time or penalties), then the market resolves to Yes.

The following market refers to the Shanghai Shenhua vs Shanghai Port professional Chinese Super League soccer game originally scheduled for Apr 11, 2026 after 90 minutes plus stoppage time (does not include extra time or penalties). If the game ends in a tie, the market called ""Tie"" resolves to Yes. If the game is cancelled or rescheduled to over two weeks away, the market will resolve to a fair price in accordance with the rules.","In the upcoming game, scheduled for April 26, 2026
If the game ends in a draw, this market will resolve to ""Yes"".
Otherwise, this market will resolve to ""No"".
If the game is postponed, this market will remain open until the game has been completed.
If the game is canceled entirely, with no make-up game, this market will resolve to ""Yes"".
This market refers only to the outcome within the first 90 minutes of regular play plus stoppage time.

The primary resolution source for this market is the official statistics of the event as recognized by the governing body or event organizers. However, if the governing body or event organizers have not published final match statistics within 2 hours after the event's conclusion, a consensus of credible reporting may be used instead.",,,unclear,non_equivalent,"Linker bug (Phase G): Kalshi and Polymarket fixtures do not match — linker matched on partial participant overlap (one shared team name) instead of full-fixture identity. Even where fixtures hypothetically aligned, Kalshi is a 2-way moneyline and Poly is a binary draw market (different resolution criteria). Per A3 brief escalation clause, this is linker feedback, not an audit call. Family deactivated in market_links; breadcrumb left in docs/pivot/artifacts/linker-bugs-phase-g.md.",api;api; owner_reviewed_2026-04-23
3136,sports::soccer::Will Shenzhen Xinpengcheng FC vs. Liaoni,soccer,game_result,KXCHNSLGAME-26APR11QWCLIT-LIT,0x3e81829f8b86ba693aa0533b07b5fafd12433a6bd7b2dec82fc374ba862fd738,Qingdao West Coast FC vs Liaoning Tieren Winner?,Will Shenzhen Xinpengcheng FC vs. Liaoning Tieren FC end in a draw?,2026-04-25,2026-04-26,yes,"If Liaoning Tieren wins the Qingdao West Coast FC vs Liaoning Tieren professional Chinese Super League soccer game originally scheduled for Apr 11, 2026 after 90 minutes plus stoppage time (does not include extra time or penalties), then the market resolves to Yes.

The following market refers to the Qingdao West Coast FC vs Liaoning Tieren professional Chinese Super League soccer game originally scheduled for Apr 11, 2026 after 90 minutes plus stoppage time (does not include extra time or penalties). If the game ends in a tie, the market called ""Tie"" resolves to Yes. If the game is cancelled or rescheduled to over two weeks away, the market will resolve to a fair price in accordance with the rules.","In the upcoming game, scheduled for April 26, 2026
If the game ends in a draw, this market will resolve to ""Yes"".
Otherwise, this market will resolve to ""No"".
If the game is postponed, this market will remain open until the game has been completed.
If the game is canceled entirely, with no make-up game, this market will resolve to ""Yes"".
This market refers only to the outcome within the first 90 minutes of regular play plus stoppage time.

The primary resolution source for this market is the official statistics of the event as recognized by the governing body or event organizers. However, if the governing body or event organizers have not published final match statistics within 2 hours after the event's conclusion, a consensus of credible reporting may be used instead.",,,unclear,non_equivalent,"Linker bug (Phase G): Kalshi and Polymarket fixtures do not match — linker matched on partial participant overlap (one shared team name) instead of full-fixture identity. Even where fixtures hypothetically aligned, Kalshi is a 2-way moneyline and Poly is a binary draw market (different resolution criteria). Per A3 brief escalation clause, this is linker feedback, not an audit call. Family deactivated in market_links; breadcrumb left in docs/pivot/artifacts/linker-bugs-phase-g.md.",api;api; owner_reviewed_2026-04-23
3137,sports::soccer::Will Chongqing Tonglianglong FC vs. Qing,soccer,game_result,KXCHNSLGAME-26APR11CHOWUH-WUH,0xe3a5ae4ba8057b5bbd351e740fbad2ae8f6dd6c4d9508c5f6bf237b522969e69,Chongqing Tonglianglong FC vs Wuhan Three Towns FC Winner?,Will Chongqing Tonglianglong FC vs. Qingdao Xihaian FC end in a draw?,2026-04-25,2026-04-26,yes,"If Wuhan Three Towns FC wins the Chongqing Tonglianglong FC vs Wuhan Three Towns FC professional Chinese Super League soccer game originally scheduled for Apr 11, 2026 after 90 minutes plus stoppage time (does not include extra time or penalties), then the market resolves to Yes.

The following market refers to the Chongqing Tonglianglong FC vs Wuhan Three Towns FC professional Chinese Super League soccer game originally scheduled for Apr 11, 2026 after 90 minutes plus stoppage time (does not include extra time or penalties). If the game ends in a tie, the market called ""Tie"" resolves to Yes. If the game is cancelled or rescheduled to over two weeks away, the market will resolve to a fair price in accordance with the rules.","In the upcoming game, scheduled for April 26, 2026
If the game ends in a draw, this market will resolve to ""Yes"".
Otherwise, this market will resolve to ""No"".
If the game is postponed, this market will remain open until the game has been completed.
If the game is canceled entirely, with no make-up game, this market will resolve to ""Yes"".
This market refers only to the outcome within the first 90 minutes of regular play plus stoppage time.

The primary resolution source for this market is the official statistics of the event as recognized by the governing body or event organizers. However, if the governing body or event organizers have not published final match statistics within 2 hours after the event's conclusion, a consensus of credible reporting may be used instead.",,,unclear,non_equivalent,"Linker bug (Phase G): Kalshi and Polymarket fixtures do not match — linker matched on partial participant overlap (one shared team name) instead of full-fixture identity. Even where fixtures hypothetically aligned, Kalshi is a 2-way moneyline and Poly is a binary draw market (different resolution criteria). Per A3 brief escalation clause, this is linker feedback, not an audit call. Family deactivated in market_links; breadcrumb left in docs/pivot/artifacts/linker-bugs-phase-g.md.",api;api; owner_reviewed_2026-04-23
3138,sports::soccer::Will EC Bahia vs. Santos FC end in a dra,soccer,game_result,KXBRASILEIROGAME-26APR11SANATL-TIE,0xc5a1d79a277cca92faffae40c63a8cce666ead314be1a7718fc934aefdf53475,Santos vs Atletico Mineiro Winner?,Will EC Bahia vs. Santos FC end in a draw?,2026-04-25,2026-04-25,yes,"If Tie wins the Santos vs Atletico Mineiro professional Brasileiro Serie A soccer game originally scheduled for Apr 11, 2026 after 90 minutes plus stoppage time (does not include extra time or penalties), then the market resolves to Yes.

The following market refers to the Santos vs Atletico Mineiro professional Brasileiro Serie A soccer game originally scheduled for Apr 11, 2026 after 90 minutes plus stoppage time (does not include extra time or penalties). If the game ends in a tie, the market called ""Tie"" resolves to Yes. If the game is cancelled or rescheduled to over two weeks away, the market will resolve to a fair price in accordance with the rules.","In the upcoming game, scheduled for April 25, 2026
If the game ends in a draw, this market will resolve to ""Yes"".
Otherwise, this market will resolve to ""No"".
If the game is postponed, this market will remain open until the game has been completed.
If the game is canceled entirely, with no make-up game, this market will resolve to ""Yes"".
This market refers only to the outcome within the first 90 minutes of regular play plus stoppage time.

The primary resolution source for this market is the official statistics of the event as recognized by the governing body or event organizers. However, if the governing body or event organizers have not published final match statistics within 2 hours after the event's conclusion, a consensus of credible reporting may be used instead.",,,unclear,non_equivalent,"Linker bug (Phase G): Kalshi and Polymarket fixtures do not match — linker matched on partial participant overlap (one shared team name) instead of full-fixture identity. Even where fixtures hypothetically aligned, Kalshi is a 2-way moneyline and Poly is a binary draw market (different resolution criteria). Per A3 brief escalation clause, this is linker feedback, not an audit call. Family deactivated in market_links; breadcrumb left in docs/pivot/artifacts/linker-bugs-phase-g.md.",api;api; owner_reviewed_2026-04-23
3139,sports::soccer::Will São Paulo FC vs. Mirassol FC end in,soccer,game_result,KXBRASILEIROGAME-26APR11MIRBAH-MIR,0xccb7bafda5f7f4e2f4d17cfa68350e0c42bc8de7ba92e53c69fd5905392c5631,Mirassol vs Bahia Winner?,Will São Paulo FC vs. Mirassol FC end in a draw?,2026-04-25,2026-04-26,yes,"If Mirassol wins the Mirassol vs Bahia professional Brasileiro Serie A soccer game originally scheduled for Apr 11, 2026 after 90 minutes plus stoppage time (does not include extra time or penalties), then the market resolves to Yes.

The following market refers to the Mirassol vs Bahia professional Brasileiro Serie A soccer game originally scheduled for Apr 11, 2026 after 90 minutes plus stoppage time (does not include extra time or penalties). If the game ends in a tie, the market called ""Tie"" resolves to Yes. If the game is cancelled or rescheduled to over two weeks away, the market will resolve to a fair price in accordance with the rules.","In the upcoming game, scheduled for April 25, 2026
If the game ends in a draw, this market will resolve to ""Yes"".
Otherwise, this market will resolve to ""No"".
If the game is postponed, this market will remain open until the game has been completed.
If the game is canceled entirely, with no make-up game, this market will resolve to ""Yes"".
This market refers only to the outcome within the first 90 minutes of regular play plus stoppage time.

The primary resolution source for this market is the official statistics of the event as recognized by the governing body or event organizers. However, if the governing body or event organizers have not published final match statistics within 2 hours after the event's conclusion, a consensus of credible reporting may be used instead.",,,unclear,non_equivalent,"Linker bug (Phase G): Kalshi and Polymarket fixtures do not match — linker matched on partial participant overlap (one shared team name) instead of full-fixture identity. Even where fixtures hypothetically aligned, Kalshi is a 2-way moneyline and Poly is a binary draw market (different resolution criteria). Per A3 brief escalation clause, this is linker feedback, not an audit call. Family deactivated in market_links; breadcrumb left in docs/pivot/artifacts/linker-bugs-phase-g.md.",api;api; owner_reviewed_2026-04-23
3140,sports::Will Inter win the Serie A?::Will Inter win the 2025–26 Ser,soccer,game_result,KXSERIEA-26-INT,0x43c65b8e05b1c04b83a3022e37c250f10334b4b0cb7a8f1594e2c4990d09de15,Will Inter win the Serie A?,Will Inter win the 2025–26 Serie A league?,2026-06-06,2026-05-28,yes,"If Inter wins the Serie A, then the market resolves to Yes.","This is a polymarket on whether the listed club will win the 2025–26 Serie A.

This market will resolve to ""Yes"" if the listed club is officially crowned the winner of the 2025–26 Serie A. Otherwise, it will resolve to ""No"".

If at any point it becomes impossible for the listed club to win the league (e.g. they are mathematically eliminated), the market will resolve to ""No"".

If the 2025–26 Serie A season is canceled or not completed by October 1, 2026, this market will resolve to ""Other"".

The primary resolution source will be official information from Serie A. A consensus of credible reporting may also be used.",,resolution source will be official information from Serie A,unclear,equivalent,"Season-winner futures (Serie A, Europa, Champions League, La Liga, World Series singletons, Stanley Cup singleton, PSG singleton): same structural pattern as already-approved NHL/MLB/EPL/Bundesliga futures buckets. Terminal-outcome equivalent; Poly ""Other"" cancellation clause is sub-1% tail, live-pilot caveat only, not a backtest-math divergence.",api;api; owner_reviewed_2026-04-23
3141,sports::Will Atlanta win the 2026 Pro ::Will the Atlanta Braves win th,mlb,game_result,KXMLB-26-ATL,0x7c6d624563d7efee94f7ef54da8d35fd794b3cde9ead02df0d413d6ad3886570,Will Atlanta win the 2026 Pro Baseball Championship?,Will the Atlanta Braves win the 2026 World Series?,2028-10-31,2026-10-31,yes,"If Atlanta wins the 2026 Pro Baseball Championship, then the market resolves to Yes.","This market will resolve according to the team that wins the 2026 MLB World Series. 

If at any point it becomes impossible for a listed team to win the 2026 MLB World Series per the rules of MLB (e.g., they are eliminated in the playoffs), the corresponding market will resolve to “No”.

If the 2026 MLB season is cancelled, postponed after December 31, 2026 ET, or there is otherwise no winner declared within that timeframe, this market will resolve to “Other”.

The primary resolution source will be official information from MLB (https://www.mlb.com/); however, a consensus of credible reporting may also be used.",,resolution source will be official information from MLB (https://www,unclear,equivalent,"World Series futures: terminal-outcome equivalent on all realized paths; Polymarket has an ""Other"" clause for season cancellation/postponement past 2026-12-31 that Kalshi text is silent on — treated as <1% tail and left as a live-pilot caveat, not a backtest-math divergence.",api;api; owner_reviewed_2026-04-23
3142,sports::Will Seattle win the 2026 Pro ::Will the Seattle Mariners win ,mlb,game_result,KXMLB-26-SEA,0x8a638b539c43375ea04e0e2501f4a877df4ab35ae67a1f60d0e034d75c8c38ef,Will Seattle win the 2026 Pro Baseball Championship?,Will the Seattle Mariners win the 2026 World Series?,2028-10-31,2026-10-31,yes,"If Seattle wins the 2026 Pro Baseball Championship, then the market resolves to Yes.","This market will resolve according to the team that wins the 2026 MLB World Series. 

If at any point it becomes impossible for a listed team to win the 2026 MLB World Series per the rules of MLB (e.g., they are eliminated in the playoffs), the corresponding market will resolve to “No”.

If the 2026 MLB season is cancelled, postponed after December 31, 2026 ET, or there is otherwise no winner declared within that timeframe, this market will resolve to “Other”.

The primary resolution source will be official information from MLB (https://www.mlb.com/); however, a consensus of credible reporting may also be used.",,resolution source will be official information from MLB (https://www,unclear,equivalent,"World Series futures: terminal-outcome equivalent on all realized paths; Polymarket has an ""Other"" clause for season cancellation/postponement past 2026-12-31 that Kalshi text is silent on — treated as <1% tail and left as a live-pilot caveat, not a backtest-math divergence.",api;api; owner_reviewed_2026-04-23
3143,sports::Will Detroit win the 2026 Pro ::Will the Detroit Tigers win th,mlb,game_result,KXMLB-26-DET,0xb6fbcf89aba1425be426b04cc001cdee86672e181ef4d665a39ed980300e4f45,Will Detroit win the 2026 Pro Baseball Championship?,Will the Detroit Tigers win the 2026 World Series?,2028-10-31,2026-10-31,yes,"If Detroit wins the 2026 Pro Baseball Championship, then the market resolves to Yes.","This market will resolve according to the team that wins the 2026 MLB World Series. 

If at any point it becomes impossible for a listed team to win the 2026 MLB World Series per the rules of MLB (e.g., they are eliminated in the playoffs), the corresponding market will resolve to “No”.

If the 2026 MLB season is cancelled, postponed after December 31, 2026 ET, or there is otherwise no winner declared within that timeframe, this market will resolve to “Other”.

The primary resolution source will be official information from MLB (https://www.mlb.com/); however, a consensus of credible reporting may also be used.",,resolution source will be official information from MLB (https://www,unclear,equivalent,"World Series futures: terminal-outcome equivalent on all realized paths; Polymarket has an ""Other"" clause for season cancellation/postponement past 2026-12-31 that Kalshi text is silent on — treated as <1% tail and left as a live-pilot caveat, not a backtest-math divergence.",api;api; owner_reviewed_2026-04-23
3144,sports::Will Los Angeles A win the 202::Will the Los Angeles Angels wi,mlb,game_result,KXMLB-26-LAA,0x36f3d99fb629ebbad8bc559f922da1b1e8333496fe6322308bff647926ac15f0,Will Los Angeles A win the 2026 Pro Baseball Championship?,Will the Los Angeles Angels win the 2026 World Series?,2028-10-31,2026-10-31,yes,"If Los Angeles A wins the 2026 Pro Baseball Championship, then the market resolves to Yes.","This market will resolve according to the team that wins the 2026 MLB World Series. 

If at any point it becomes impossible for a listed team to win the 2026 MLB World Series per the rules of MLB (e.g., they are eliminated in the playoffs), the corresponding market will resolve to “No”.

If the 2026 MLB season is cancelled, postponed after December 31, 2026 ET, or there is otherwise no winner declared within that timeframe, this market will resolve to “Other”.

The primary resolution source will be official information from MLB (https://www.mlb.com/); however, a consensus of credible reporting may also be used.",,resolution source will be official information from MLB (https://www,unclear,equivalent,"Season-winner futures (Serie A, Europa, Champions League, La Liga, World Series singletons, Stanley Cup singleton, PSG singleton): same structural pattern as already-approved NHL/MLB/EPL/Bundesliga futures buckets. Terminal-outcome equivalent; Poly ""Other"" cancellation clause is sub-1% tail, live-pilot caveat only, not a backtest-math divergence.",api;api; owner_reviewed_2026-04-23
3145,sports::Will Atletico Madrid win the L::Will Atletico Madrid win the 2,soccer,game_result,KXLALIGA-26-ATM,0xad9cf9a89f41009718b3858c47ea30c88491dbf9f043b8fcd704c4ba65be8edf,Will Atletico Madrid win the La Liga?,Will Atletico Madrid win the 2025–26 La Liga?,2028-05-23,2026-05-30,yes,"If Atletico Madrid wins the La Liga, then the market resolves to Yes.","This is a polymarket on whether the listed club will win the 2025–26 La Liga.

This market will resolve to ""Yes"" if the listed club is officially crowned the winner of the 2025–26 La Liga. Otherwise, it will resolve to ""No"".

If at any point it becomes impossible for the listed club to win the league (e.g. they are mathematically eliminated), the market will resolve to ""No"".

If the 2025–26 La Liga season is canceled or not completed by October 1, 2026, this market will resolve to ""Other"".

The primary resolution source will be official information from La Liga. A consensus of credible reporting may also be used.",,resolution source will be official information from La Liga,unclear,equivalent,"Season-winner futures (Serie A, Europa, Champions League, La Liga, World Series singletons, Stanley Cup singleton, PSG singleton): same structural pattern as already-approved NHL/MLB/EPL/Bundesliga futures buckets. Terminal-outcome equivalent; Poly ""Other"" cancellation clause is sub-1% tail, live-pilot caveat only, not a backtest-math divergence.",api;api; owner_reviewed_2026-04-23
3146,sports::Will Real Madrid win the La Li::Will Real Madrid win the 2025–,soccer,game_result,KXLALIGA-26-RMA,0xa1f08ec3bcc1434cb0b695bd5ee9f81268ef45fb73f752b3a1c1fb1d35750866,Will Real Madrid win the La Liga?,Will Real Madrid win the 2025–26 La Liga?,2028-05-23,2026-05-30,yes,"If Real Madrid wins the La Liga, then the market resolves to Yes.","This is a polymarket on whether the listed club will win the 2025–26 La Liga.

This market will resolve to ""Yes"" if the listed club is officially crowned the winner of the 2025–26 La Liga. Otherwise, it will resolve to ""No"".

If at any point it becomes impossible for the listed club to win the league (e.g. they are mathematically eliminated), the market will resolve to ""No"".

If the 2025–26 La Liga season is canceled or not completed by October 1, 2026, this market will resolve to ""Other"".

The primary resolution source will be official information from La Liga. A consensus of credible reporting may also be used.",,resolution source will be official information from La Liga,unclear,equivalent,"Season-winner futures (Serie A, Europa, Champions League, La Liga, World Series singletons, Stanley Cup singleton, PSG singleton): same structural pattern as already-approved NHL/MLB/EPL/Bundesliga futures buckets. Terminal-outcome equivalent; Poly ""Other"" cancellation clause is sub-1% tail, live-pilot caveat only, not a backtest-math divergence.",api;api; owner_reviewed_2026-04-23
3147,sports::Will Barcelona win the La Liga::Will Barcelona win the 2025–26,soccer,game_result,KXLALIGA-26-BAR,0x069fef06f8b32dee6a22fab6189249dc83582f22cb737a85225b114770d7da05,Will Barcelona win the La Liga?,Will Barcelona win the 2025–26 La Liga?,2028-05-23,2026-05-30,yes,"If Barcelona wins the La Liga, then the market resolves to Yes.","This is a polymarket on whether the listed club will win the 2025–26 La Liga.

This market will resolve to ""Yes"" if the listed club is officially crowned the winner of the 2025–26 La Liga. Otherwise, it will resolve to ""No"".

If at any point it becomes impossible for the listed club to win the league (e.g. they are mathematically eliminated), the market will resolve to ""No"".

If the 2025–26 La Liga season is canceled or not completed by October 1, 2026, this market will resolve to ""Other"".

The primary resolution source will be official information from La Liga. A consensus of credible reporting may also be used.",,resolution source will be official information from La Liga,unclear,equivalent,"Season-winner futures (Serie A, Europa, Champions League, La Liga, World Series singletons, Stanley Cup singleton, PSG singleton): same structural pattern as already-approved NHL/MLB/EPL/Bundesliga futures buckets. Terminal-outcome equivalent; Poly ""Other"" cancellation clause is sub-1% tail, live-pilot caveat only, not a backtest-math divergence.",api;api; owner_reviewed_2026-04-23
